isin,symbol,report_type,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
US5949181045,MSFT,quarterly,2016-12-31,USD,15925000000.0,25826000000.0,9901000000.0,5378000000.0,7905000000.0,4950000000.0,3062000000.0,8327000000.0,311000000.0,-521000000.0,None,521000000.0,-128000000.0,-172000000.0,None,315000000.0,8022000000.0,1755000000.0,521000000.0,5200000000.0,4961000000.0,8543000000.0,8858000000.0,6267000000.0
US5949181045,MSFT,quarterly,2016-09-30,USD,14084000000.0,21928000000.0,7844000000.0,3581000000.0,6715000000.0,4278000000.0,3106000000.0,7598000000.0,293000000.0,-437000000.0,None,437000000.0,-146000000.0,-15000000.0,None,214000000.0,6827000000.0,1160000000.0,437000000.0,4690000000.0,5831000000.0,7264000000.0,7478000000.0,5667000000.0
US5949181045,MSFT,quarterly,2016-06-30,USD,12635000000.0,20614000000.0,7979000000.0,18676000000.0,3080000000.0,5299000000.0,3146000000.0,9814000000.0,274000000.0,-345000000.0,None,345000000.0,-98000000.0,-39000000.0,None,238000000.0,5494000000.0,2372000000.0,345000000.0,3080000000.0,6817000000.0,5839000000.0,6077000000.0,3122000000.0
US5949181045,MSFT,quarterly,2016-03-31,USD,12809000000.0,20531000000.0,7722000000.0,3801000000.0,5283000000.0,4546000000.0,2980000000.0,7775000000.0,230000000.0,-340000000.0,None,340000000.0,-173000000.0,-49000000.0,None,249000000.0,5036000000.0,1280000000.0,340000000.0,3756000000.0,3823000000.0,5376000000.0,5625000000.0,3756000000.0
US5949181045,MSFT,quarterly,2015-12-31,USD,13924000000.0,23796000000.0,9872000000.0,6268000000.0,6026000000.0,4998000000.0,2900000000.0,8147000000.0,200000000.0,-309000000.0,None,309000000.0,-154000000.0,-14000000.0,None,249000000.0,5855000000.0,837000000.0,309000000.0,4998000000.0,5053000000.0,6164000000.0,6413000000.0,5018000000.0
US5949181045,MSFT,quarterly,2015-09-30,USD,13172000000.0,20379000000.0,7207000000.0,4035000000.0,5793000000.0,4417000000.0,2962000000.0,7621000000.0,199000000.0,-249000000.0,None,249000000.0,-139000000.0,-93000000.0,None,242000000.0,5513000000.0,611000000.0,249000000.0,4620000000.0,4118000000.0,5762000000.0,6004000000.0,4902000000.0
US5949181045,MSFT,quarterly,2015-06-30,USD,14712000000.0,22180000000.0,7468000000.0,7468000000.0,-2053000000.0,5233000000.0,3094000000.0,16765000000.0,198000000.0,-247000000.0,None,247000000.0,191000000.0,4000000.0,None,200000000.0,-1756000000.0,1439000000.0,247000000.0,14712000000.0,-4144000000.0,-1509000000.0,-1309000000.0,-3195000000.0
US5949181045,MSFT,quarterly,2015-03-31,USD,14568000000.0,21729000000.0,7161000000.0,7161000000.0,6594000000.0,4800000000.0,2984000000.0,7974000000.0,160000000.0,-211000000.0,None,211000000.0,-168000000.0,-27000000.0,None,361000000.0,6517000000.0,1532000000.0,211000000.0,4985000000.0,5073000000.0,6728000000.0,7089000000.0,4985000000.0
US5949181045,MSFT,quarterly,2014-12-31,USD,16334000000.0,26470000000.0,10136000000.0,10136000000.0,7776000000.0,5412000000.0,2903000000.0,8558000000.0,183000000.0,-162000000.0,None,162000000.0,6000000.0,-209000000.0,None,329000000.0,7850000000.0,1987000000.0,162000000.0,5863000000.0,5489000000.0,8012000000.0,8341000000.0,5863000000.0
US5949181045,MSFT,quarterly,2014-09-30,USD,14928000000.0,23201000000.0,8273000000.0,8273000000.0,5844000000.0,4879000000.0,3065000000.0,7944000000.0,225000000.0,-161000000.0,None,161000000.0,-267000000.0,-35000000.0,None,372000000.0,5896000000.0,1356000000.0,161000000.0,4540000000.0,4589000000.0,6057000000.0,6429000000.0,4540000000.0
US5949181045,MSFT,quarterly,2014-06-30,USD,15749000000.0,23382000000.0,7633000000.0,7595000000.0,6482000000.0,6055000000.0,3123000000.0,9267000000.0,265000000.0,-169000000.0,None,169000000.0,-222000000.0,-66000000.0,None,347000000.0,6577000000.0,1965000000.0,169000000.0,15787000000.0,4988000000.0,6746000000.0,7093000000.0,4612000000.0
US5949181045,MSFT,quarterly,2014-03-31,USD,14425000000.0,20403000000.0,5978000000.0,5978000000.0,6974000000.0,4745000000.0,2743000000.0,7451000000.0,220000000.0,-175000000.0,None,175000000.0,-28000000.0,-72000000.0,None,170000000.0,6957000000.0,1297000000.0,175000000.0,5660000000.0,5715000000.0,7132000000.0,7302000000.0,5660000000.0
US5949181045,MSFT,quarterly,2013-12-31,USD,16197000000.0,24519000000.0,8322000000.0,8322000000.0,7969000000.0,5518000000.0,2748000000.0,8228000000.0,219000000.0,-135000000.0,None,135000000.0,-7000000.0,-111000000.0,None,166000000.0,7878000000.0,1320000000.0,135000000.0,6558000000.0,7104000000.0,8013000000.0,8179000000.0,6558000000.0
US5949181045,MSFT,quarterly,2013-09-30,USD,13384000000.0,18529000000.0,5145000000.0,5145000000.0,6334000000.0,4314000000.0,2767000000.0,7050000000.0,179000000.0,-118000000.0,None,118000000.0,58000000.0,80000000.0,None,162000000.0,6408000000.0,1164000000.0,118000000.0,5244000000.0,6232000000.0,6526000000.0,6688000000.0,5244000000.0
US5949181045,MSFT,quarterly,2013-06-30,USD,14294000000.0,20032000000.0,5738000000.0,5602000000.0,6073000000.0,5438000000.0,2783000000.0,8085000000.0,202000000.0,-120000000.0,None,120000000.0,-146000000.0,105000000.0,None,176000000.0,6145000000.0,1180000000.0,120000000.0,14294000000.0,4503000000.0,6265000000.0,6441000000.0,4965000000.0
US5949181045,MSFT,quarterly,2013-03-31,USD,15702000000.0,20489000000.0,4787000000.0,4787000000.0,7612000000.0,5450000000.0,2640000000.0,8090000000.0,150000000.0,-109000000.0,None,109000000.0,-27000000.0,-80000000.0,None,187000000.0,7603000000.0,1548000000.0,109000000.0,6055000000.0,6254000000.0,7712000000.0,7899000000.0,6055000000.0
US5949181045,MSFT,quarterly,2012-12-31,USD,15764000000.0,21456000000.0,5692000000.0,5692000000.0,7771000000.0,5465000000.0,2528000000.0,7993000000.0,166000000.0,-105000000.0,None,105000000.0,-72000000.0,-33000000.0,None,198000000.0,7770000000.0,1393000000.0,105000000.0,6377000000.0,6563000000.0,7875000000.0,8073000000.0,6377000000.0
US5949181045,MSFT,quarterly,2012-09-30,USD,11840000000.0,16008000000.0,4168000000.0,4168000000.0,5308000000.0,4072000000.0,2460000000.0,6532000000.0,159000000.0,-95000000.0,None,95000000.0,-25000000.0,202000000.0,None,178000000.0,5534000000.0,1068000000.0,95000000.0,4466000000.0,4864000000.0,5629000000.0,5807000000.0,4466000000.0
US5949181045,MSFT,quarterly,2012-06-30,USD,13896000000.0,18059000000.0,4163000000.0,4163000000.0,192000000.0,4917000000.0,2594000000.0,13704000000.0,227000000.0,-96000000.0,None,96000000.0,-151000000.0,-25000000.0,None,152000000.0,359000000.0,851000000.0,96000000.0,7703000000.0,-402000000.0,455000000.0,607000000.0,-492000000.0
US5949181045,MSFT,quarterly,2012-03-31,USD,13455000000.0,17407000000.0,3952000000.0,3952000000.0,6374000000.0,4564000000.0,2517000000.0,7081000000.0,180000000.0,-95000000.0,None,95000000.0,-110000000.0,-20000000.0,None,142000000.0,6363000000.0,1255000000.0,95000000.0,5108000000.0,5614000000.0,6458000000.0,6600000000.0,5108000000.0
US5949181045,MSFT,quarterly,2011-12-31,USD,15247000000.0,20885000000.0,5638000000.0,5638000000.0,7994000000.0,4882000000.0,2371000000.0,7253000000.0,182000000.0,-95000000.0,None,95000000.0,-207000000.0,50000000.0,None,155000000.0,8239000000.0,1615000000.0,95000000.0,6624000000.0,6699000000.0,8334000000.0,8489000000.0,6624000000.0
US5949181045,MSFT,quarterly,2011-09-30,USD,13595000000.0,17372000000.0,3777000000.0,3777000000.0,7203000000.0,4063000000.0,2329000000.0,6392000000.0,211000000.0,-94000000.0,None,94000000.0,-13000000.0,-4000000.0,None,109000000.0,7306000000.0,1568000000.0,94000000.0,5738000000.0,4626000000.0,7400000000.0,7509000000.0,5738000000.0
US5949181045,MSFT,quarterly,2011-06-30,USD,13659000000.0,17367000000.0,3708000000.0,3708000000.0,6171000000.0,5095000000.0,2393000000.0,7325000000.0,269000000.0,-94000000.0,None,94000000.0,-127000000.0,0.0,None,125000000.0,6319000000.0,445000000.0,94000000.0,13659000000.0,6682000000.0,6413000000.0,6538000000.0,5874000000.0
US5949181045,MSFT,quarterly,2011-03-31,USD,12531000000.0,16428000000.0,3897000000.0,3897000000.0,5709000000.0,4553000000.0,2269000000.0,6971000000.0,216000000.0,-84000000.0,None,84000000.0,-10000000.0,7000000.0,None,162000000.0,6025000000.0,793000000.0,84000000.0,5232000000.0,5232000000.0,6109000000.0,6271000000.0,5232000000.0
US5949181045,MSFT,quarterly,2010-12-31,USD,15120000000.0,19953000000.0,4833000000.0,4833000000.0,8165000000.0,4770000000.0,2185000000.0,6919000000.0,205000000.0,-72000000.0,None,72000000.0,81000000.0,0.0,None,126000000.0,8497000000.0,1863000000.0,72000000.0,6634000000.0,6634000000.0,8569000000.0,8695000000.0,6634000000.0
US5949181045,MSFT,quarterly,2010-09-30,USD,13056000000.0,16195000000.0,3139000000.0,3139000000.0,7116000000.0,3744000000.0,2196000000.0,5990000000.0,210000000.0,-45000000.0,None,45000000.0,-47000000.0,-38000000.0,None,124000000.0,7230000000.0,1820000000.0,45000000.0,5410000000.0,5410000000.0,7275000000.0,7399000000.0,5410000000.0
US5949181045,MSFT,quarterly,2010-06-30,USD,12869000000.0,16039000000.0,3170000000.0,3170000000.0,5930000000.0,4589000000.0,2350000000.0,7937000000.0,239000000.0,-37000000.0,None,37000000.0,-138000000.0,-19000000.0,None,718000000.0,6024000000.0,1506000000.0,37000000.0,12869000000.0,4518000000.0,6061000000.0,7714000000.0,4518000000.0
US5949181045,MSFT,quarterly,2010-03-31,USD,11748000000.0,14503000000.0,2755000000.0,2755000000.0,5173000000.0,4355000000.0,2220000000.0,6575000000.0,204000000.0,-38000000.0,None,38000000.0,-125000000.0,-10000000.0,None,694000000.0,5341000000.0,1335000000.0,38000000.0,4006000000.0,4006000000.0,5379000000.0,6073000000.0,4006000000.0
US5949181045,MSFT,quarterly,2009-12-31,USD,15394000000.0,19022000000.0,3628000000.0,3628000000.0,8513000000.0,4743000000.0,2079000000.0,6881000000.0,197000000.0,-38000000.0,None,38000000.0,73000000.0,46000000.0,None,615000000.0,8883000000.0,2221000000.0,38000000.0,6662000000.0,6662000000.0,8921000000.0,9536000000.0,6662000000.0
US5949181045,MSFT,quarterly,2009-09-30,USD,10078000000.0,12920000000.0,2842000000.0,2842000000.0,4482000000.0,3531000000.0,2065000000.0,5596000000.0,203000000.0,-38000000.0,None,38000000.0,51000000.0,-3000000.0,None,646000000.0,4765000000.0,1191000000.0,38000000.0,3574000000.0,3574000000.0,4803000000.0,5449000000.0,3574000000.0
US5949181045,MSFT,quarterly,2009-06-30,USD,10513000000.0,13099000000.0,2586000000.0,2586000000.0,3987000000.0,1399000000.0,2225000000.0,6526000000.0,None,None,None,38000000.0,None,None,None,681000000.0,4142000000.0,1097000000.0,None,None,None,3987000000.0,4668000000.0,3045000000.0
US5949181045,MSFT,quarterly,2009-03-31,USD,10834000000.0,13648000000.0,2814000000.0,2814000000.0,4438000000.0,1203000000.0,2212000000.0,6396000000.0,None,None,None,None,None,None,None,664000000.0,4050000000.0,1073000000.0,None,None,None,4438000000.0,4438000000.0,2977000000.0
US5949181045,MSFT,quarterly,2008-12-31,USD,12722000000.0,16629000000.0,3907000000.0,3907000000.0,5939000000.0,831000000.0,2290000000.0,6783000000.0,None,None,None,None,None,None,None,632000000.0,5638000000.0,1464000000.0,None,None,None,5939000000.0,5939000000.0,4174000000.0
US5949181045,MSFT,quarterly,2008-09-30,USD,12213000000.0,15061000000.0,2848000000.0,2848000000.0,5999000000.0,887000000.0,2283000000.0,6214000000.0,None,None,None,None,None,None,None,585000000.0,5991000000.0,1618000000.0,None,None,None,5999000000.0,5999000000.0,4373000000.0
US5949181045,MSFT,quarterly,2008-06-30,USD,12971000000.0,15837000000.0,2866000000.0,2866000000.0,5684000000.0,887000000.0,2407000000.0,7287000000.0,None,None,None,106000000.0,None,None,None,608000000.0,5968000000.0,1671000000.0,None,None,None,5684000000.0,6292000000.0,4297000000.0
US5949181045,MSFT,quarterly,2008-03-31,USD,11940000000.0,14454000000.0,2514000000.0,2514000000.0,4409000000.0,2341000000.0,2035000000.0,7531000000.0,None,None,None,None,None,None,None,532000000.0,4810000000.0,422000000.0,None,None,None,3877000000.0,4409000000.0,4388000000.0
US5949181045,MSFT,quarterly,2007-12-31,USD,12824000000.0,16367000000.0,3543000000.0,3543000000.0,6481000000.0,1066000000.0,1885000000.0,6343000000.0,None,None,None,None,None,None,None,481000000.0,6820000000.0,2113000000.0,None,None,None,6000000000.0,6481000000.0,4707000000.0
US5949181045,MSFT,quarterly,2007-09-30,USD,11087000000.0,13762000000.0,2675000000.0,2675000000.0,5918000000.0,718000000.0,1837000000.0,5169000000.0,None,None,None,None,None,None,None,435000000.0,6216000000.0,1927000000.0,None,None,None,5483000000.0,5918000000.0,4289000000.0
US0378331005,AAPL,annual,2024-09-30,USD,180683000000.0,391035000000.0,236449000000.0,210352000000.0,123216000000.0,26097000000.0,31370000000.0,57467000000.0,None,None,None,None,391035000000.0,None,8200000000.0,11445000000.0,123485000000.0,29749000000.0,None,93736000000.0,98016000000.0,123216000000.0,134661000000.0,93736000000.0
US0378331005,AAPL,annual,2023-09-30,USD,169148000000.0,379352000000.0,239069000000.0,214137000000.0,114301000000.0,24932000000.0,29915000000.0,54847000000.0,3750000000.0,-3933000000.0,3750000000.0,3933000000.0,383285000000.0,-382000000.0,8500000000.0,11519000000.0,113736000000.0,16741000000.0,3933000000.0,96995000000.0,96652000000.0,117669000000.0,125820000000.0,96995000000.0
US0378331005,AAPL,annual,2022-09-30,USD,170782000000.0,391397000000.0,248640000000.0,223546000000.0,119437000000.0,25094000000.0,26251000000.0,51345000000.0,2825000000.0,-2931000000.0,106000000.0,2931000000.0,394328000000.0,-228000000.0,8700000000.0,11104000000.0,119103000000.0,19300000000.0,2931000000.0,99803000000.0,88531000000.0,122034000000.0,130541000000.0,99803000000.0
US0378331005,AAPL,annual,2021-09-30,USD,152836000000.0,363172000000.0,234954000000.0,212981000000.0,108949000000.0,21973000000.0,21914000000.0,43887000000.0,2843000000.0,-2645000000.0,2843000000.0,2645000000.0,365817000000.0,60000000.0,9500000000.0,11284000000.0,109207000000.0,14527000000.0,2645000000.0,94680000000.0,95249000000.0,111852000000.0,120233000000.0,94680000000.0
US0378331005,AAPL,annual,2020-09-30,USD,104956000000.0,271642000000.0,189475000000.0,169559000000.0,66288000000.0,19916000000.0,18752000000.0,38668000000.0,3763000000.0,-2873000000.0,3763000000.0,2873000000.0,274515000000.0,-87000000.0,9700000000.0,11056000000.0,67091000000.0,9680000000.0,2873000000.0,57411000000.0,57453000000.0,69964000000.0,77344000000.0,57411000000.0
US0378331005,AAPL,annual,2019-09-30,USD,98392000000.0,256598000000.0,180027000000.0,161782000000.0,63930000000.0,18245000000.0,16217000000.0,34462000000.0,4961000000.0,-3576000000.0,4961000000.0,3576000000.0,260174000000.0,422000000.0,11300000000.0,11300000000.0,65737000000.0,10481000000.0,3576000000.0,55256000000.0,58037000000.0,69313000000.0,76477000000.0,55256000000.0
US0378331005,AAPL,annual,2018-09-30,USD,101839000000.0,265595000000.0,163756000000.0,163756000000.0,70898000000.0,16705000000.0,14236000000.0,30941000000.0,5686000000.0,-3240000000.0,5686000000.0,3240000000.0,265595000000.0,-441000000.0,9300000000.0,9300000000.0,72903000000.0,13372000000.0,3240000000.0,59531000000.0,56505000000.0,76143000000.0,81801000000.0,59531000000.0
US0378331005,AAPL,annual,2017-09-30,USD,88186000000.0,229234000000.0,141048000000.0,141048000000.0,61344000000.0,15261000000.0,11581000000.0,26842000000.0,5201000000.0,-2323000000.0,5201000000.0,2323000000.0,229234000000.0,-133000000.0,8200000000.0,1200000000.0,64089000000.0,15738000000.0,2323000000.0,48351000000.0,47567000000.0,66412000000.0,67612000000.0,48351000000.0
US0378331005,AAPL,annual,2016-09-30,USD,84263000000.0,215639000000.0,131376000000.0,131376000000.0,60024000000.0,14194000000.0,10045000000.0,24239000000.0,3999000000.0,-1456000000.0,3999000000.0,1456000000.0,None,-1195000000.0,8300000000.0,8300000000.0,61372000000.0,15685000000.0,1456000000.0,45687000000.0,46666000000.0,62828000000.0,71128000000.0,45687000000.0
US0378331005,AAPL,annual,2015-09-30,USD,93626000000.0,232982000000.0,163618000000.0,140089000000.0,71230000000.0,14329000000.0,8067000000.0,22396000000.0,2921000000.0,-733000000.0,None,733000000.0,None,-903000000.0,None,9200000000.0,72515000000.0,19121000000.0,733000000.0,53394000000.0,51967000000.0,73248000000.0,82448000000.0,53394000000.0
US0378331005,AAPL,annual,2014-09-30,USD,70537000000.0,182411000000.0,131151000000.0,112258000000.0,52503000000.0,11993000000.0,6041000000.0,18034000000.0,1795000000.0,-384000000.0,None,384000000.0,None,-431000000.0,None,6900000000.0,53483000000.0,13973000000.0,384000000.0,39510000000.0,41063000000.0,53867000000.0,60767000000.0,39510000000.0
US0378331005,AAPL,annual,2013-09-30,USD,64304000000.0,170774000000.0,123236000000.0,106606000000.0,48999000000.0,10830000000.0,4475000000.0,15305000000.0,1616000000.0,-136000000.0,None,136000000.0,None,-324000000.0,None,5800000000.0,50155000000.0,13118000000.0,136000000.0,37037000000.0,36067000000.0,50291000000.0,56091000000.0,37037000000.0
US0378331005,AAPL,annual,2012-09-30,USD,68662000000.0,156508000000.0,100486000000.0,87846000000.0,55241000000.0,10040000000.0,3381000000.0,13421000000.0,1088000000.0,0.0,None,0.0,None,-566000000.0,None,2600000000.0,55763000000.0,14030000000.0,0.0,41733000000.0,41789000000.0,55763000000.0,58363000000.0,41733000000.0
US0378331005,AAPL,annual,2011-09-30,USD,43818000000.0,108249000000.0,73630000000.0,64431000000.0,33790000000.0,7599000000.0,2429000000.0,10028000000.0,519000000.0,0.0,None,0.0,None,-104000000.0,None,1600000000.0,34205000000.0,8283000000.0,0.0,25922000000.0,26411000000.0,34205000000.0,35805000000.0,25922000000.0
US0378331005,AAPL,annual,2010-09-30,USD,25684000000.0,65225000000.0,45873000000.0,39541000000.0,18385000000.0,5517000000.0,1782000000.0,7299000000.0,None,None,None,155000000.0,None,155000000.0,None,815000000.0,18540000000.0,4527000000.0,None,14013000000.0,13890000000.0,18385000000.0,19200000000.0,14013000000.0
US0378331005,AAPL,annual,2009-09-30,USD,17222000000.0,42905000000.0,29832000000.0,25683000000.0,11740000000.0,4149000000.0,1333000000.0,5482000000.0,None,None,None,326000000.0,None,326000000.0,None,606000000.0,12066000000.0,3831000000.0,None,8235000000.0,8321000000.0,11740000000.0,12346000000.0,8235000000.0
US0378331005,AAPL,quarterly,2024-09-30,USD,43879000000.0,94930000000.0,57574000000.0,51051000000.0,29591000000.0,6523000000.0,7765000000.0,14288000000.0,None,None,None,None,94930000000.0,None,None,2911000000.0,29610000000.0,14874000000.0,None,14736000000.0,15980000000.0,29591000000.0,32502000000.0,14736000000.0
US0378331005,AAPL,quarterly,2024-06-30,USD,39678000000.0,85777000000.0,52419000000.0,46099000000.0,25352000000.0,6320000000.0,8006000000.0,14326000000.0,None,None,None,None,85777000000.0,None,None,2850000000.0,25494000000.0,4046000000.0,None,21448000000.0,21992000000.0,25352000000.0,28202000000.0,21448000000.0
US0378331005,AAPL,quarterly,2024-03-31,USD,42271000000.0,90753000000.0,54950000000.0,48482000000.0,27900000000.0,6468000000.0,7903000000.0,14371000000.0,None,None,None,None,90753000000.0,None,None,2836000000.0,28058000000.0,4422000000.0,None,23636000000.0,24054000000.0,27900000000.0,30736000000.0,23636000000.0
US0378331005,AAPL,quarterly,2023-12-31,USD,54855000000.0,119575000000.0,71506000000.0,64720000000.0,40373000000.0,6786000000.0,7696000000.0,14482000000.0,None,None,None,1002000000.0,119575000000.0,None,None,2848000000.0,40323000000.0,6407000000.0,None,33916000000.0,35990000000.0,40373000000.0,43221000000.0,33916000000.0
US0378331005,AAPL,quarterly,2023-09-30,USD,40427000000.0,88496000000.0,55222000000.0,49071000000.0,26969000000.0,6151000000.0,7307000000.0,13458000000.0,984000000.0,-1002000000.0,984000000.0,1002000000.0,89498000000.0,47000000.0,None,2653000000.0,26998000000.0,4042000000.0,1002000000.0,22956000000.0,23305000000.0,28000000000.0,29622000000.0,22956000000.0
US0378331005,AAPL,quarterly,2023-06-30,USD,36413000000.0,80799000000.0,51357000000.0,45384000000.0,22998000000.0,5973000000.0,7442000000.0,13415000000.0,980000000.0,-998000000.0,980000000.0,998000000.0,81797000000.0,-247000000.0,None,3052000000.0,22733000000.0,2852000000.0,998000000.0,19881000000.0,19826000000.0,23731000000.0,26050000000.0,19881000000.0
US0378331005,AAPL,quarterly,2023-03-31,USD,41976000000.0,94836000000.0,59061000000.0,52860000000.0,28318000000.0,6201000000.0,7457000000.0,13658000000.0,None,-12000000.0,918000000.0,930000000.0,94836000000.0,76000000.0,None,2898000000.0,28382000000.0,4222000000.0,None,24160000000.0,25326000000.0,29312000000.0,31216000000.0,24160000000.0
US0378331005,AAPL,quarterly,2022-12-31,USD,50332000000.0,116151000000.0,73429000000.0,66822000000.0,36016000000.0,6607000000.0,7709000000.0,14316000000.0,868000000.0,-1003000000.0,868000000.0,1003000000.0,117154000000.0,-258000000.0,None,2916000000.0,35623000000.0,5625000000.0,1003000000.0,29998000000.0,28195000000.0,36626000000.0,38932000000.0,29998000000.0
US0378331005,AAPL,quarterly,2022-09-30,USD,38095000000.0,89319000000.0,58491000000.0,52051000000.0,24894000000.0,6440000000.0,6761000000.0,13201000000.0,753000000.0,-827000000.0,753000000.0,827000000.0,90146000000.0,-163000000.0,None,2865000000.0,24657000000.0,3936000000.0,827000000.0,20721000000.0,18909000000.0,25484000000.0,28349000000.0,20721000000.0
US0378331005,AAPL,quarterly,2022-06-30,USD,35885000000.0,82240000000.0,53086000000.0,47074000000.0,23076000000.0,6012000000.0,6797000000.0,12809000000.0,722000000.0,-719000000.0,722000000.0,719000000.0,82959000000.0,-13000000.0,None,2805000000.0,23066000000.0,3624000000.0,719000000.0,19442000000.0,16639000000.0,23785000000.0,25881000000.0,19442000000.0
US0378331005,AAPL,quarterly,2022-03-31,USD,42559000000.0,96587000000.0,60912000000.0,54719000000.0,29979000000.0,6193000000.0,6387000000.0,12580000000.0,700000000.0,-691000000.0,700000000.0,691000000.0,97278000000.0,151000000.0,None,2737000000.0,30139000000.0,5129000000.0,691000000.0,25010000000.0,19443000000.0,30830000000.0,32716000000.0,25010000000.0
US0378331005,AAPL,quarterly,2021-12-31,USD,54243000000.0,123251000000.0,76151000000.0,69702000000.0,41488000000.0,6449000000.0,6306000000.0,12755000000.0,650000000.0,-694000000.0,650000000.0,694000000.0,123945000000.0,-203000000.0,None,2697000000.0,41241000000.0,6611000000.0,694000000.0,34630000000.0,33540000000.0,41935000000.0,44185000000.0,34630000000.0
US0378331005,AAPL,quarterly,2021-09-30,USD,35174000000.0,82688000000.0,53802000000.0,48186000000.0,23786000000.0,5616000000.0,5772000000.0,11388000000.0,659000000.0,-672000000.0,659000000.0,672000000.0,83360000000.0,-525000000.0,None,2989000000.0,23248000000.0,2697000000.0,672000000.0,20551000000.0,20656000000.0,23920000000.0,26775000000.0,20551000000.0
US0378331005,AAPL,quarterly,2021-06-30,USD,35255000000.0,80769000000.0,51591000000.0,46179000000.0,24126000000.0,5412000000.0,5717000000.0,11129000000.0,719000000.0,-665000000.0,719000000.0,665000000.0,81434000000.0,189000000.0,None,2832000000.0,24369000000.0,2625000000.0,665000000.0,21744000000.0,22088000000.0,25034000000.0,26958000000.0,21744000000.0
US0378331005,AAPL,quarterly,2021-03-31,USD,38079000000.0,88914000000.0,56819000000.0,51505000000.0,27503000000.0,5314000000.0,5262000000.0,10576000000.0,718000000.0,-670000000.0,718000000.0,670000000.0,89584000000.0,460000000.0,None,2797000000.0,28011000000.0,4381000000.0,670000000.0,23630000000.0,23165000000.0,28681000000.0,30300000000.0,23630000000.0
US0378331005,AAPL,quarterly,2020-12-31,USD,44328000000.0,110801000000.0,72742000000.0,67111000000.0,33534000000.0,5631000000.0,5163000000.0,10794000000.0,747000000.0,-638000000.0,747000000.0,638000000.0,111439000000.0,-64000000.0,None,2666000000.0,33579000000.0,4824000000.0,638000000.0,28755000000.0,29340000000.0,34217000000.0,36200000000.0,28755000000.0
US0378331005,AAPL,quarterly,2020-09-30,USD,24689000000.0,64698000000.0,44945000000.0,40009000000.0,14775000000.0,4936000000.0,4978000000.0,9914000000.0,768000000.0,-634000000.0,134000000.0,634000000.0,64698000000.0,-8000000.0,None,2702000000.0,14901000000.0,2228000000.0,634000000.0,24689000000.0,12817000000.0,15535000000.0,17477000000.0,12673000000.0
US0378331005,AAPL,quarterly,2020-06-30,USD,22680000000.0,58988000000.0,41836000000.0,37005000000.0,13091000000.0,4831000000.0,4758000000.0,9589000000.0,901000000.0,-697000000.0,901000000.0,697000000.0,59685000000.0,-158000000.0,None,2752000000.0,13137000000.0,1884000000.0,697000000.0,11253000000.0,13492000000.0,13834000000.0,15843000000.0,11253000000.0
US0378331005,AAPL,quarterly,2020-03-31,USD,22370000000.0,57556000000.0,40895000000.0,35943000000.0,12853000000.0,4952000000.0,4565000000.0,9517000000.0,1049000000.0,-757000000.0,1049000000.0,757000000.0,58313000000.0,-10000000.0,None,2786000000.0,13135000000.0,1886000000.0,757000000.0,11249000000.0,8878000000.0,13892000000.0,15639000000.0,11249000000.0
US0378331005,AAPL,quarterly,2019-12-31,USD,35217000000.0,91034000000.0,61799000000.0,56602000000.0,25569000000.0,5197000000.0,4451000000.0,9648000000.0,1045000000.0,-785000000.0,1045000000.0,785000000.0,91819000000.0,89000000.0,None,2816000000.0,25918000000.0,3682000000.0,785000000.0,22236000000.0,22266000000.0,26703000000.0,28385000000.0,22236000000.0
US0378331005,AAPL,quarterly,2019-09-30,USD,24313000000.0,64040000000.0,44305000000.0,39727000000.0,15625000000.0,4578000000.0,4110000000.0,8688000000.0,1106000000.0,-810000000.0,1106000000.0,810000000.0,64040000000.0,206000000.0,None,3179000000.0,16127000000.0,2441000000.0,810000000.0,24313000000.0,13741000000.0,16937000000.0,18804000000.0,13686000000.0
US0378331005,AAPL,quarterly,2019-06-30,USD,20227000000.0,52943000000.0,38008000000.0,33582000000.0,11544000000.0,4426000000.0,4257000000.0,8683000000.0,1190000000.0,-866000000.0,1190000000.0,866000000.0,53809000000.0,43000000.0,None,2933000000.0,11911000000.0,1867000000.0,866000000.0,10044000000.0,10904000000.0,12777000000.0,14477000000.0,10044000000.0
US0378331005,AAPL,quarterly,2019-03-31,USD,21821000000.0,57005000000.0,40652000000.0,36194000000.0,13415000000.0,4458000000.0,3948000000.0,8406000000.0,1358000000.0,-1010000000.0,1358000000.0,1010000000.0,58015000000.0,30000000.0,None,3040000000.0,13793000000.0,2232000000.0,1010000000.0,11561000000.0,13650000000.0,14803000000.0,16455000000.0,11561000000.0
US0378331005,AAPL,quarterly,2018-12-31,USD,32031000000.0,83420000000.0,57062000000.0,52279000000.0,23346000000.0,4783000000.0,3902000000.0,8685000000.0,1307000000.0,-890000000.0,None,890000000.0,84310000000.0,143000000.0,None,3395000000.0,23906000000.0,3941000000.0,890000000.0,19965000000.0,19742000000.0,24796000000.0,26741000000.0,19965000000.0
